timestamp_ns,trajectory_id,sample_index,control_dt_s,force_raw_n,torque_actual_nm,torque_command_prev_nm,torque_command_issued_nm,motor_position_rad,force_reference_n,imu_valid,tension_sensor_valid,saturation_flag,emergency_flag,data_valid_flag,velocity_command_0,velocity_command_1,velocity_command_2,policy_action_0,policy_action_1,policy_action_2,policy_action_3,policy_action_4,policy_action_5,policy_action_6,policy_action_7,policy_action_8,policy_action_9,policy_action_10,policy_action_11,policy_action_12,policy_action_13,policy_action_14,policy_action_15,policy_action_16,policy_action_17,joint_position_0,joint_position_1,joint_position_2,joint_position_3,joint_position_4,joint_position_5,joint_position_6,joint_position_7,joint_position_8,joint_position_9,joint_position_10,joint_position_11,joint_position_12,joint_position_13,joint_position_14,joint_position_15,joint_position_16,joint_position_17,joint_velocity_0,joint_velocity_1,joint_velocity_2,joint_velocity_3,joint_velocity_4,joint_velocity_5,joint_velocity_6,joint_velocity_7,joint_velocity_8,joint_velocity_9,joint_velocity_10,joint_velocity_11,joint_velocity_12,joint_velocity_13,joint_velocity_14,joint_velocity_15,joint_velocity_16,joint_velocity_17,body_gravity_vector_0,body_gravity_vector_1,body_gravity_vector_2,body_angular_velocity_0,body_angular_velocity_1,body_angular_velocity_2,body_linear_acceleration_0,body_linear_acceleration_1,body_linear_acceleration_2
882508751978,hexapod_20260802_214010,10,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.059995394200086594,-0.05297868698835373,-0.11324205249547958,-0.035893213003873825,-0.19743503630161285,-0.12780456244945526,-0.003308214247226715,-0.16184157133102417,-0.10242053866386414,0.04828569293022156,0.17551638185977936,0.14979873597621918,-0.02326347306370735,0.05251242220401764,-0.05032770708203316,-0.10500963032245636,0.19158291816711426,-0.03745940327644348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882528868935,hexapod_20260802_214010,11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.060002442449331284,-0.05325283855199814,-0.11332805454730988,-0.03584517538547516,-0.19701232016086578,-0.12802864611148834,-0.00334097258746624,-0.1623053252696991,-0.10246388614177704,0.04809189215302467,0.1753368228673935,0.149740532040596,-0.023221392184495926,0.05285342037677765,-0.050648752599954605,-0.10504914075136185,0.1913546919822693,-0.037307947874069214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882549052070,hexapod_20260802_214010,12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.06000625714659691,-0.05340208858251572,-0.11337567865848541,-0.035817984491586685,-0.1967831254005432,-0.12815137207508087,-0.003359908238053322,-0.16255787014961243,-0.10248871147632599,0.04798627272248268,0.1752394288778305,0.14970731735229492,-0.023198124021291733,0.05303968861699104,-0.05082269012928009,-0.10507083684206009,0.1912299394607544,-0.03722284734249115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882569237899,hexapod_20260802_214010,13,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.06000838056206703,-0.05348294973373413,-0.11340174823999405,-0.035802897065877914,-0.1966591328382492,-0.12821818888187408,-0.0033705346286296844,-0.1626948118209839,-0.10250265896320343,0.04792898893356323,0.17518667876720428,0.14968885481357574,-0.02318541705608368,0.053140800446271896,-0.05091668292880058,-0.1050826907157898,0.19116216897964478,-0.03717586025595665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882589422272,hexapod_20260802_214010,14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.060009557753801346,-0.05352664738893509,-0.1134159117937088,-0.035794612020254135,-0.19659215211868286,-0.1282544881105423,-0.003376394510269165,-0.16276893019676208,-0.10251042246818542,0.04789801314473152,0.17515821754932404,0.14967873692512512,-0.023178473114967346,0.05319556966423988,-0.05096737667918205,-0.10508913546800613,0.1911255121231079,-0.03715019300580025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882609600712,hexapod_20260802_214010,15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.06001022830605507,-0.053550250828266144,-0.11342360079288483,-0.03579011186957359,-0.196555957198143,-0.1282741129398346,-0.0033796001225709915,-0.16280898451805115,-0.10251466929912567,0.04788127541542053,0.1751428246498108,0.1496732085943222,-0.023174718022346497,0.053225159645080566,-0.05099470540881157,-0.1050926074385643,0.19110563397407532,-0.03713623434305191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882630106949,hexapod_20260802_214010,16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.060010578483343124,-0.05356297641992569,-0.11342776566743851,-0.0357876718044281,-0.19653645157814026,-0.1282847374677658,-0.003381337970495224,-0.162830650806427,-0.10251700133085251,0.047872237861156464,0.17513452470302582,0.14967022836208344,-0.023172680288553238,0.053241144865751266,-0.05100950598716736,-0.10509451478719711,0.19109490513801575,-0.03712868690490723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882650382446,hexapod_20260802_214010,17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.06001078709959984,-0.053569890558719635,-0.1134299784898758,-0.035786356776952744,-0.19652588665485382,-0.12829048931598663,-0.003382273018360138,-0.16284236311912537,-0.10251828283071518,0.047867368906736374,0.17513002455234528,0.1496686190366745,-0.02317160740494728,0.05324980616569519,-0.051017459481954575,-0.10509554296731949,0.19108912348747253,-0.03712460771203041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882670756896,hexapod_20260802_214010,18,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.060010891407728195,-0.0535736083984375,-0.11343121528625488,-0.03578562289476395,-0.19652022421360016,-0.12829358875751495,-0.003382774069905281,-0.16284865140914917,-0.1025189682841301,0.047864723950624466,0.17512761056423187,0.14966773986816406,-0.023170996457338333,0.05325445532798767,-0.0510217510163784,-0.10509608685970306,0.1910860240459442,-0.03712242841720581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882690840026,hexapod_20260802_214010,19,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.06001095101237297,-0.05357559025287628,-0.11343184858560562,-0.0357852540910244,-0.19651713967323303,-0.12829525768756866,-0.0033830497413873672,-0.16285204887390137,-0.10251934826374054,0.047863319516181946,0.17512629926204681,0.14966729283332825,-0.023170676082372665,0.05325699970126152,-0.05102409049868584,-0.10509639233350754,0.19108432531356812,-0.0371212512254715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882710991078,hexapod_20260802_214010,20,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.06001099571585655,-0.05357666313648224,-0.11343221366405487,-0.035785045474767685,-0.1965155005455017,-0.1282961666584015,-0.0033831819891929626,-0.1628538966178894,-0.10251954197883606,0.04786255210638046,0.1751256138086319,0.14966700971126556,-0.023170500993728638,0.05325830355286598,-0.05102533474564552,-0.10509655624628067,0.19108343124389648,-0.03712058067321777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882731267734,hexapod_20260802_214010,21,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.060011014342308044,-0.053577229380607605,-0.11343242228031158,-0.03578493371605873,-0.19651460647583008,-0.1282966583967209,-0.0033832695335149765,-0.1628548800945282,-0.10251964628696442,0.04786213859915733,0.17512522637844086,0.149666890501976,-0.023170415312051773,0.05325906351208687,-0.05102599784731865,-0.10509663075208664,0.1910829246044159,-0.03712023049592972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882751862910,hexapod_20260802_214010,22,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.060011010617017746,-0.05357758700847626,-0.11343251168727875,-0.03578486293554306,-0.1965140998363495,-0.12829692661762238,-0.0033833160996437073,-0.16285541653633118,-0.10251970589160919,0.047861915081739426,0.17512500286102295,0.14966680109500885,-0.02317037433385849,0.05325949192047119,-0.05102637782692909,-0.10509668290615082,0.19108262658119202,-0.03712005168199539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882772167311,hexapod_20260802_214010,23,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.06001102924346924,-0.0535777285695076,-0.11343257129192352,-0.03578483313322067,-0.1965138465166092,-0.12829707562923431,-0.003383336588740349,-0.16285571455955505,-0.10251973569393158,0.04786178842186928,0.1751248985528946,0.14966675639152527,-0.023170344531536102,0.05325968191027641,-0.05102656036615372,-0.1050967127084732,0.19108250737190247,-0.03711995854973793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882792283790,hexapod_20260802_214010,24,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.06001104414463043,-0.053577832877635956,-0.11343260109424591,-0.03578482195734978,-0.19651369750499725,-0.12829716503620148,-0.0033833496272563934,-0.16285589337348938,-0.10251975804567337,0.04786171764135361,0.17512483894824982,0.14966675639152527,-0.023170311003923416,0.05325981229543686,-0.05102667957544327,-0.1050967425107956,0.1910824179649353,-0.03711990267038345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882812497707,hexapod_20260802_214010,25,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.060011040419340134,-0.05357789993286133,-0.1134326234459877,-0.03578481450676918,-0.19651363790035248,-0.12829719483852386,-0.003383353352546692,-0.16285598278045654,-0.10251975804567337,0.04786168783903122,0.17512480914592743,0.14966675639152527,-0.023170307278633118,0.05325987935066223,-0.05102674663066864,-0.105096735060215,0.19108238816261292,-0.03711986541748047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882832582077,hexapod_20260802_214010,26,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.060011040419340134,-0.05357792228460312,-0.1134326308965683,-0.03578480705618858,-0.1965136080980301,-0.12829720973968506,-0.003383345901966095,-0.16285601258277893,-0.10251978039741516,0.04786166921257973,0.17512480914592743,0.14966672658920288,-0.023170307278633118,0.053259897977113724,-0.051026757806539536,-0.105096735060215,0.19108238816261292,-0.03711984306573868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882852850329,hexapod_20260802_214010,27,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.06001103296875954,-0.053577929735183716,-0.1134326308965683,-0.03578480705618858,-0.1965135782957077,-0.12829722464084625,-0.0033833589404821396,-0.16285604238510132,-0.10251979529857635,0.04786165803670883,0.17512479424476624,0.14966672658920288,-0.02317030355334282,0.05325990542769432,-0.05102677643299103,-0.1050967425107956,0.19108235836029053,-0.03711983188986778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
882872919889,hexapod_20260802_214010,28,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.060011040419340134,-0.05357794463634491,-0.1134326308965683,-0.03578481078147888,-0.1965135633945465,-0.12829722464084625,-0.0033833570778369904,-0.1628560721874237,-0.10251978039741516,0.04786165803670883,0.17512479424476624,0.14966672658920288,-0.02317029982805252,0.05325992777943611,-0.051026780158281326,-0.105096735060215,0.19108232855796814,-0.03711983934044838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
